,Template,edit_site,change_H,change_C,change_S,Frequency
10429,[O:1]-[c:2]>>[O:1].O-S(=O)(=O)-[c:2]_00_-10_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: -1}","{2: 0, 1: 0}",2
10430,[C:2]-[N:1]-[C:3]=[O:4]>>[N:1].O=[C:2].O=[C:3]-[O:4]_3-100_100-1_0000,"{'A': [], 'B': [(1, 2), (1, 3)], 'C': [], 'R': []}","{2: -1, 1: 3, 3: 0, 4: 0}","{2: 0, 1: 1, 3: 0, 4: -1}","{2: 0, 1: 0, 3: 0, 4: 0}",7
10431,[c:1]-[F:2]>>F-C(-F)(-F)-[c:1].N-c1:c:c:c(-[F:2]):c:c:1-[N+](=O)-[O-]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
10432,[O:1]-[c:2]>>[O:1].[c:2]-O-C-c1:c:c:c:c:c:1_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",2
10433,[O:1].[c:2]-[C:3]>>[O:1].[c:2].O=[C:3]_11-1_100_000,"{'A': [], 'B': [(2, 3)], 'C': [], 'R': [1]}","{2: 1, 3: -1, 1: 1}","{2: 0, 3: 0, 1: 1}","{2: 0, 3: 0, 1: 0}",1
10434,[Mg:1]-[c:2]>>[Mg:1].[c:2]_01_-10_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 1}","{1: -1, 2: 0}","{1: 0, 2: 0}",1
10435,[C:1]-[Cl:2]>>I-[C:1].O-C-C-C-[Cl:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
10436,[n:1].[n:2]>>[n:1].C-C-O-C(=O)-[n:2]_-10_00_00,"{'A': [2], 'B': [], 'C': [], 'R': [1, 1]}","{1: -1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
10437,[c:1]>>C-C-O-P(=O)(-O-[c:1])-O-C-C_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},3
10438,[I:4]-[c:2](:[n:1]):[n:3]>>[n:1]:[c:2]:[n:3].O=C1-C-C-C(=O)-N-1-[I:4]_-1110_0000_0000,"{'A': [], 'B': [(2, 4)], 'C': [], 'R': []}","{1: -1, 2: 1, 4: 0, 3: 1}","{1: 0, 2: 0, 4: 0, 3: 0}","{1: 0, 2: 0, 4: 0, 3: 0}",1
10439,[C:1]=[C:2]>>Cl-C-O-[C:1](=O)-[C:2]_-21_00_00,"{'A': [1], 'B': [], 'C': [], 'R': []}","{2: 1, 1: -2}","{2: 0, 1: 0}","{2: 0, 1: 0}",3
10440,[C:1]-[C:2]>>I-[C:1].C-O-N(-C)-[C:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
10441,[n:2].[n:1]>>[n:1].[n:2]-C-c1:c:c:c:c:c:1_-10_00_00,"{'A': [2], 'B': [], 'C': [], 'R': [1, 1]}","{2: 0, 1: -1}","{2: 0, 1: 0}","{2: 0, 1: 0}",3
10442,[O:1]>>C-O-c1:c:c(-C-[O:1]):c:c(-O-C):c:1-O-C_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1
10443,[Si:1]-[C:2]>>Cl-[Si:1].[C:2]-[Zn+]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",4
10444,[c:1]-[N:2]>>Cl-[c:1].C-C#[N:2]_0-2_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: -2}","{1: 0, 2: 0}","{1: 0, 2: 0}",3
10445,[O:1]-[S:2]>>[O:1].C-O-C-O-c1:c:c:c(-C2(-C)-C-O-c3:c:c(-O-C-O-C):c:c:c:3-C-2-C-C-C-C-C-C-C-C-C-O-[S:2]):c:c:1_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
10446,[C:1]-[C:2]=[O:3]>>C-[Si](-C)(-Cl)-[C:1].O=[C:2]-[O:3]_001_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 3: 1, 1: 0}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",2
10447,[C:1]-[N:2]>>O-[C:1].O=C(-[N:2])-O-C-c1:c:c:c:c:c:1_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",2
10448,[O:1]-[C:2]=[O:3]>>[O:1].C-C-[C:2]=S.C-C(=[O:3])-O-O_100_000_000,"{'A': [], 'B': [(1, 2), (2, 3)], 'C': [], 'R': []}","{2: 0, 1: 1, 3: 0}","{2: 0, 1: 0, 3: 0}","{2: 0, 1: 0, 3: 0}",1
10449,[n:1]:[n:2]-[C:3]=[O:4]>>[n:1]:[n:2].O=[C:3]-[O:4]_1001_0000_0000,"{'A': [], 'B': [(2, 3)], 'C': [], 'R': []}","{3: 0, 4: 1, 2: 0, 1: 1}","{3: 0, 4: 0, 2: 0, 1: 0}","{3: 0, 4: 0, 2: 0, 1: 0}",3
10450,[C:3].[N:1]-[C:2]-[C:4]>>[N:1].O-[C:2]-[O-].[C:3]-[C:4]_10-10_0000_0000,"{'A': [3], 'B': [(2, 4), (1, 2)], 'C': [], 'R': []}","{4: 0, 2: 0, 1: 1, 3: -1}","{4: 0, 2: 0, 1: 0, 3: 0}","{4: 0, 2: 0, 1: 0, 3: 0}",1
10451,[N:2]-[C:1]=[O:3]>>[C:1]#[N:2].O=C(-[O-])-[O:3]_0-21_000_000,"{'A': [], 'B': [(1, 3)], 'C': [], 'R': []}","{1: 0, 2: -2, 3: 1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",2
10452,[C:1]=[S:2]>>O=[C:1].O=[S:2](=O)(-[O-])-[O-]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
10453,[C:1]-[N:2]>>O-[C:1].C-[Si](-C)(-C)-[N:2]-[Si](-C)(-C)-C_0-1_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: -1}","{1: 0, 2: 0}","{1: 0, 2: 0}",3
10454,[c:1]-[c:2]>>Br-[c:1].O=S(=O)(-N1-C-C-C-1)-c1:c:c:c(-[c:2]):c:c:1_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
10455,[n:1].[n:3].[N:2]-[C:4]>>[n:1].[N:2].[n:3].O-[C:4]=O_-111-2_0000_0000,"{'A': [], 'B': [(2, 4)], 'C': [], 'R': [3, 3, 1, 1]}","{4: -2, 2: 1, 3: 1, 1: -1}","{4: 0, 2: 0, 3: 0, 1: 0}","{4: 0, 2: 0, 3: 0, 1: 0}",1
10456,[O:1]-[P:3]=[O:2]>>[O:1].C-C-[O:2]-[P:3]_100_000_000,"{'A': [2], 'B': [(1, 3)], 'C': [], 'R': []}","{1: 1, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}",1
10457,[N:1]-[S:2]>>[N:1].Cl-[S:2]-c1:c:c:c:c:c:1_1-1_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: -1}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
10458,[C:1]-[O:3]-[C:2]>>O-[C:1].Cl-[C:2]=[O:3]_0-20_000_000,"{'A': [2], 'B': [(1, 3)], 'C': [], 'R': []}","{2: -2, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",4
10459,[C:2]-[C:3]-[O:1]>>[O:1].[C:2].O-[C:3]_011_-100_000,"{'A': [], 'B': [(1, 3), (2, 3)], 'C': [], 'R': []}","{1: 0, 3: 1, 2: 1}","{1: -1, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}",1
10460,[c:1]-[Cl:2]>>N-[c:1].[Cl:2]-c1:n:c:n:c2:n:c:[nH]:c:1:2_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
10461,[O:1]>>F-C(-F)(-F)-c1:c:c:c(-C-[O:1]):c:c:1_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1
10462,[C:1]=[P:2]>>Cl-[C:1].[P:2](-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_1-2_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: -2}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
10463,[c:1]-[N:2]>>N-[c:1].C-O-c1:c:c:c(-C-N2-C-C-N(-C-c3:c:c:c(-[N:2]):c:n:3)-C-C-2):c:c:1_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
10464,[C:1]=[O:2]>>[C:1]=C-c1:c:c:c:c:c:1.Br-c1:c:c:c2:c(:n:1)-N-C(=O)-C-[O:2]-2_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
10465,[C:1]-[C:2]>>C-N-[C:1].Cl-c1:c:c:n:c(-C(=O)-N-[C:2]):c:1_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
10466,[O:1].[S:2]=[O:3]>>[O:1].[S:2].C-C(=O)-[O:3]_-101_-100_000,"{'A': [], 'B': [(2, 3)], 'C': [], 'R': [1]}","{3: 1, 2: 0, 1: -1}","{3: 0, 2: 0, 1: -1}","{3: 0, 2: 0, 1: 0}",1
10467,[n:2].[n:1]-[C:3]>>[n:1].[n:2].O=C(-O-[C:3])-c1:c:c:c(-[N+](=O)-[O-]):c:c:1_010_000_000,"{'A': [], 'B': [(1, 3)], 'C': [], 'R': [2, 2]}","{2: 1, 1: 0, 3: 0}","{2: 0, 1: 0, 3: 0}","{2: 0, 1: 0, 3: 0}",2
10468,[N:1]-[C:2]-[N:3]>>[N:1].[C:2]=[N:3]_00-1_-100_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0, 3: -1}","{1: -1, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",2
10469,[N:2]-[C:3]=[N:1]>>[N:1].[N:2].O-C(=O)-[C:3]_212_000_000,"{'A': [], 'B': [(1, 3), (2, 3)], 'C': [], 'R': []}","{1: 2, 3: 2, 2: 1}","{1: 0, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}",1
10470,[c:1]-[N:2]>>N-[c:1].C-C(-C)(-O)-C-n1:c:c:c(-[N:2]):n:1_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",2
10471,[N:1]-[C:3]=[O:2]>>[N:1].O=C-[O:2]-[C:3]_102_000_000,"{'A': [2], 'B': [(1, 3)], 'C': [], 'R': []}","{1: 1, 3: 2, 2: 0}","{1: 0, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}",2
10472,[N:1]-[c:2]>>[N:1].[c:2]-N-C-C-c1:c:c:c:c:c:1_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",3
10473,[C:3]-[N:2]-[C:4]-[S:1]>>[S:1].[N:2].O-[C:3].O=[C:4]_1300_0100_0000,"{'A': [], 'B': [(1, 4), (2, 4), (2, 3)], 'C': [], 'R': []}","{4: 0, 1: 1, 3: 0, 2: 3}","{4: 0, 1: 0, 3: 0, 2: 1}","{4: 0, 1: 0, 3: 0, 2: 0}",1
10474,[O:1]=[C:2]>>C1-C-C-[O:1]-C-1.C-C-O-C(=O)-[C:2]_01_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 1, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
10475,[C:1]-[C:2]>>[C:1].C-C-O-S(=O)(=O)-O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
10476,[C:1]#[N:2]>>O-[C:1]=O.C1-C-C-C2=N-C-C-C-[N:2]-2-C-C-1_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
10477,[C:1]=[O:2]>>O-C-C(=O)-[C:1]-[O:2]_01_00_00,"{'A': [1], 'B': [], 'C': [], 'R': []}","{1: 0, 2: 1}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
10478,[N:2]-[C:3](-[O:1])=[O:4]>>[O:1].[N:2].O=[C:3](-[O-])-[O:4]_1100_000-1_0000,"{'A': [], 'B': [(2, 3), (1, 3)], 'C': [], 'R': []}","{2: 1, 1: 1, 3: 0, 4: 0}","{2: 0, 1: 0, 3: 0, 4: -1}","{2: 0, 1: 0, 3: 0, 4: 0}",1
10479,[O:3]-[C:4].[c:1]-[C:2]>>[c:1].[C:2]-[O:3].C-[C:4](-Cl)-Cl_100-2_0000_0000,"{'A': [], 'B': [(1, 2), (3, 4)], 'C': [], 'R': []}","{1: 1, 2: 0, 3: 0, 4: -2}","{1: 0, 2: 0, 3: 0, 4: 0}","{1: 0, 2: 0, 3: 0, 4: 0}",1
10480,[c:1]-[O:2]>>O-B(-O)-[c:1].C1-C-C-[O:2]-C-1_0-1_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: -1}","{1: 0, 2: 0}","{1: 0, 2: 0}",2
10481,[C:1]-[C:2]>>Cl-C-[C:1].O=[C:2]-[O-]_0-2_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: -2, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
10482,[C:2]-[C:3]-[N:1]>>[N:1].O=[C:2].O-C(=O)-[C:3]_1-11_000_000,"{'A': [], 'B': [(1, 3), (2, 3)], 'C': [], 'R': []}","{1: 1, 3: 1, 2: -1}","{1: 0, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}",1
10483,[C:1]-[F:2]>>O-[C:1].F-S(-F)(-[F:2])-N1-C-C-O-C-C-1_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",3
10484,[O:1]=[C:2]-[O:3]>>C-C(=O)-[O:1].O=N-N(-C-c1:c:c:c:c:c:1)-[C:2]=[O:3]_10-1_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 3: -1, 1: 1}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",1
10485,[Cl:1]-[C:3]-[c:2]>>[Cl:1].[c:2].[C:3]-c1:c:c:c:c:c:1_111_000_000,"{'A': [], 'B': [(2, 3), (1, 3)], 'C': [], 'R': []}","{2: 1, 3: 1, 1: 1}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",2
10486,[C:1]-[O:4]-[C:3]=[O:2]>>C-C(-C)(-[C:1])-[O-].[O:2]-[C:3]=[O:4]_0000_0-100_0000,"{'A': [], 'B': [(1, 4)], 'C': [(3, 2), (2, 3)], 'R': []}","{3: 0, 2: 0, 4: 0, 1: 0}","{3: 0, 2: -1, 4: 0, 1: 0}","{3: 0, 2: 0, 4: 0, 1: 0}",1
10487,[N:1]-[C:3]-[N:2]>>[N:1].[N:2].C-c1:n:c(-N-[C:3]-N-C-C-O):s:c:1-c1:c:c:c(-S(-C)(=O)=O):c(-F):c:1_110_000_000,"{'A': [], 'B': [(1, 3), (2, 3)], 'C': [], 'R': []}","{3: 0, 1: 1, 2: 1}","{3: 0, 1: 0, 2: 0}","{3: 0, 1: 0, 2: 0}",1
10488,[O:3].[O:5].[C:2]-[N:1]-[C:4]>>[N:1].[C:2]-[O:3].[C:4]-[O:5]_20-10-1_00000_00000,"{'A': [5, 3], 'B': [(1, 4), (1, 2)], 'C': [], 'R': []}","{5: -1, 4: 0, 1: 2, 2: 0, 3: -1}","{5: 0, 4: 0, 1: 0, 2: 0, 3: 0}","{5: 0, 4: 0, 1: 0, 2: 0, 3: 0}",3
10489,[C:1]=[O:2]>>O-N=[C:1].C-C(=O)-O-C(-C)=[O:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
10490,[Cl:1]>>C-C-C(=O)-N(-C(=O)-C-C)-c1:c(-C2-C-C-C-C-2):c:c:c:c:1-S(=O)(=O)-[Cl:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1
10491,[c:1]-[N:2]>>[c:1].F-C(-O-c1:c:c:c(-[N:2]):c:c:1)-C(-F)(-F)-F_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
10492,[c:1]-[F:2]>>C-O-[c:1].C-C(=O)-C-c1:c:c:c(-[F:2]):c:c:1_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
10493,[N:1]-[Si:2]>>[N:1].[Si:2]_11_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 1, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
10494,[Cl:1]-[C:2]=[N:3]>>Cl-C-[Cl:1].O=[C:2]-[N:3]_001_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0, 3: 1}","{2: 0, 1: 0, 3: 0}","{2: 0, 1: 0, 3: 0}",2
10495,[c:1]-[Cl:2]>>C-C-O-[c:1].Cl-P(-Cl)(=O)-[Cl:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
10496,[C:2]-[N:1]-[C:3]>>[N:1].Cl-[C:2].I-[C:3]_200_000_000,"{'A': [], 'B': [(1, 3), (1, 2)], 'C': [], 'R': []}","{1: 2, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}",1
10497,[Cl:1]-[C:4]-[C:3]=[C:2]>>[Cl:1].O-[C:2]-[C:3]=[C:4]_1000_0000_0000,"{'A': [2], 'B': [(1, 4)], 'C': [], 'R': []}","{2: 0, 3: 0, 4: 0, 1: 1}","{2: 0, 3: 0, 4: 0, 1: 0}","{2: 0, 3: 0, 4: 0, 1: 0}",3
10498,[C:1]-[C:3]=[C:4]-[C:2]>>[C:1]-[Mg+].I-[C:2].[C:3]#[C:4]_0000_0000_0000,"{'A': [], 'B': [(2, 4), (1, 3)], 'C': [], 'R': []}","{4: 0, 3: 0, 1: 0, 2: 0}","{4: 0, 3: 0, 1: 0, 2: 0}","{4: 0, 3: 0, 1: 0, 2: 0}",1
10499,[O:2]=[S:1]=[O:3]>>[S:1].[O:2].C-C(-C)-C-C-[O:3]-N=O_020_000_000,"{'A': [], 'B': [(1, 3), (1, 2)], 'C': [], 'R': []}","{3: 0, 1: 0, 2: 2}","{3: 0, 1: 0, 2: 0}","{3: 0, 1: 0, 2: 0}",1
10500,[O:1]-[C:2]>>[O:1].C-O-c1:c:c:c2:c(-O-[C:2]):c:c(-c3:n:c:c:s:3):n:c:2:c:1-C_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",2
10501,[C:2]-[N:1]-[C:3]>>[N:1].N#C-c1:c:c:c(-S(=O)(=O)-N(-[C:2])-[C:3]):c:c:1_200_000_000,"{'A': [], 'B': [(1, 2), (1, 3)], 'C': [], 'R': []}","{1: 2, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",1
10502,[N:1]-[C:2]-[P:4]=[O:3]>>[N:1].[C:2]-[O-].C-[O:3]-[P:4]_1100_0000_0000,"{'A': [3], 'B': [(1, 2), (2, 4)], 'C': [], 'R': []}","{1: 1, 2: 1, 4: 0, 3: 0}","{1: 0, 2: 0, 4: 0, 3: 0}","{1: 0, 2: 0, 4: 0, 3: 0}",1
10503,[O:1].[O:2].[N:3]>>[O:1].[O:2].C-c1:c:c:c(-S(=O)(=O)-[N:3]):c:c:1_-1-1-1_-1-10_000,"{'A': [3], 'B': [], 'C': [], 'R': [1, 2]}","{3: -1, 1: -1, 2: -1}","{3: 0, 1: -1, 2: -1}","{3: 0, 1: 0, 2: 0}",4
10504,[O:1]=[C:2]>>C-N1-C-C-C(-C-[O:1]-[C:2])(-c2:c:c:c(-F):c:c:2)-C-C-1_01_00_00,"{'A': [1], 'B': [], 'C': [], 'R': []}","{2: 1, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
10505,[c:1]-[N:2]>>F-[c:1].[K]-O-C#[N:2]_0-2_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: -2}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
10506,[N:1]-[C:2]>>[N:1].C-C-C-C(-C)-O-c1:n:c(-N):c2:n:c(-O-C):n(-C-C-C3-C-C-C-N(-[C:2])-C-3):c:2:n:1_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",4
10507,[C:1]-[O:3]-[C:2]>>Cl-[C:1].C-C-O-[C:2]=[O:3]_0-20_000_000,"{'A': [2], 'B': [(1, 3)], 'C': [], 'R': []}","{2: -2, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",1
10508,[C:2]-[C:3]-[O:1]>>[O:1].O=[C:2](-[O-])-[O-].Br-C-C(=O)-O-[C:3]_1-31_000_000,"{'A': [], 'B': [(1, 3), (2, 3)], 'C': [], 'R': []}","{1: 1, 3: 1, 2: -3}","{1: 0, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}",1
10509,[C:1]-[O:2]>>C=[C:1].O-C(=O)-[O:2]_-1-1_0-1_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: -1, 2: -1}","{1: 0, 2: -1}","{1: 0, 2: 0}",2
10510,[C:4]-[N:3]-[C:2]=[N:1]>>[N:1]-[C:2]=[N:3].N=C(-N-[N+](=O)-[O-])-S-[C:4]_1000_0000_0000,"{'A': [], 'B': [(3, 4)], 'C': [(2, 1), (1, 2)], 'R': []}","{4: 0, 3: 0, 2: 0, 1: 1}","{4: 0, 3: 0, 2: 0, 1: 0}","{4: 0, 3: 0, 2: 0, 1: 0}",1
10511,[c:1]-[C:3]=[O:2]>>[c:1].C-O-[O:2]-[C:3]_102_000_000,"{'A': [2], 'B': [(1, 3)], 'C': [], 'R': []}","{3: 2, 2: 0, 1: 1}","{3: 0, 2: 0, 1: 0}","{3: 0, 2: 0, 1: 0}",1
10512,[S:1]-[c:2]>>Cl-[S:1].C-S-[c:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
10513,[n:1].[n:2].[C:3]-[C:4]>>[n:1].[n:2].N#C-c1:c:c:c(-O-[C:3]):c:c:1.C-C-C-c1:c(-S-C-[C:4]):c:c:c(-C(-C)=O):c:1-O_-1100_0000_0000,"{'A': [], 'B': [(3, 4)], 'C': [], 'R': [1, 1, 2, 2]}","{3: 0, 4: 0, 1: -1, 2: 1}","{3: 0, 4: 0, 1: 0, 2: 0}","{3: 0, 4: 0, 1: 0, 2: 0}",1
10514,[C:1]=[C:2]>>O=[C:1].C-C-C-C-[C:2]_01_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 1, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
10515,[C:1]#[C:2]>>Cl-[C:1]=[C:2]-C=O_00_00_00,"{'A': [1, 2], 'B': [], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",4
10516,[c:1]-[C:2]=[C:3]>>N-[c:1].O-[C:2](=O)-[C:3]_0-11_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: -1, 3: 1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",1
10517,[c:1]-[C:2]>>N-C-[c:1].Cl-c1:c:c:c(-[C:2]):c(-Cl):c:1_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
10518,[C:1]-[F:2]>>[C:1].F-[Xe]-[F:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
10519,[n:1].[n:2].[C:3]-[F:4]>>[n:1].[n:2].O-[C:3].C-C-N(-C-C)-S(-F)(-F)-[F:4]_-1100_0000_0000,"{'A': [], 'B': [(3, 4)], 'C': [], 'R': [2, 2, 1, 1]}","{4: 0, 3: 0, 2: 1, 1: -1}","{4: 0, 3: 0, 2: 0, 1: 0}","{4: 0, 3: 0, 2: 0, 1: 0}",1
10520,[c:1]-[O:2]>>N-[c:1].O-C(=O)-c1:c:c:c(-[O:2]):c:c:1-c1:c:c:c:c:c:1_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
10521,[C:1]-[C:2]>>C-[C:1].C-N(-C)-[C:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
10522,[c:1]-[C:2]>>C-S-[c:1].C-C-O-C(=O)-c1:s:c(-N):c(-[C:2]):c:1-c1:c:c:c(-I):c:c:1_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
10523,[C:2]-[O:1]-[C:3]>>[O:1].F-[C:2].[C:3]-[O-]_200_000_000,"{'A': [], 'B': [(1, 2), (1, 3)], 'C': [], 'R': []}","{2: 0, 1: 2, 3: 0}","{2: 0, 1: 0, 3: 0}","{2: 0, 1: 0, 3: 0}",1
