,Smiles_template,Smarts_template,edit_site,change_H
13801,CN>>O=C=[N;+0:1].[C;+0:2],[N;+0:1]-[C;+0:2]>>O=C=[N;+0:1].[C;+0:2],"[(2, 1)]","{2: 1, 1: -1}"
13802,C=O>>Br-[C;+0:1].O=C(-[O-])-[O;+0:2],[C;+0:1]=[O;+0:2]>>Br-[C;+0:1].O=C(-[O-])-[O;+0:2],"[(1, 2)]","{1: 1, 2: 1}"
13803,CO>>O=C(-[O-])-[O;-1:1].[C;+0:2],[C;+0:2]-[O;+0:1]>>O=C(-[O-])-[O;-1:1].[C;+0:2],"[(2, 1)]","{2: 1, 1: -1}"
13804,CSN>>C-C(=O)-O-C-[C;+0:1].Cl-[S;+0:2]-Cl.[N;+0:3],[C;+0:1]-[S;+0:2]-[N;+0:3]>>C-C(=O)-O-C-[C;+0:1].Cl-[S;+0:2]-Cl.[N;+0:3],"[(3, 2), (1, 2)]","{3: 1, 2: 0, 1: 0}"
13805,CO>>Cl-O-[C;+0:1].[O;+0:2],[C;+0:1]-[O;+0:2]>>Cl-O-[C;+0:1].[O;+0:2],"[(1, 2)]","{2: 1, 1: 0}"
13806,CCN>>I-[c;+0:1].[C;+0:2]#[N;+0:3],[c;+0:1]-[C;+0:2]-[N;+0:3]>>I-[c;+0:1].[C;+0:2]#[N;+0:3],"[(1, 2)]","{2: -1, 3: -2, 1: 0}"
13807,COC=O>>[C;+0:1]-N1-C-C-C-C-1.[O;+0:2]=[C;+0:3]-[O;-1:4],[C;+0:1]-[O;+0:2]-[C;+0:3]=[O;+0:4]>>[C;+0:1]-N1-C-C-C-C-1.[O;+0:2]=[C;+0:3]-[O;-1:4],"[(1, 2)]","{1: 0, 2: 0, 3: 0, 4: 0}"
13808,CO[CH]:[NH2+].[OH-]>>[C;+0:1]-[O;+0:2].[O;+0:3]=[c;+0:4]:[n;+0:5],[C;+0:1]-[O;+0:3]-[c;+0:4]:[n;+1:5].[O;-1:2]>>[C;+0:1]-[O;+0:2].[O;+0:3]=[c;+0:4]:[n;+0:5],"[2, (1, 3)]","{5: 0, 4: 0, 3: 0, 1: 0, 2: 0}"
13809,CN>>C-[N;+0:1]-C-C-C-C1-c2:c:c:c:c:c:2-O-C-12-C-C-C-C-C-C-2.Cl-[C;+0:2],[N;+0:1]-[C;+0:2]>>C-[N;+0:1]-C-C-C-C1-c2:c:c:c:c:c:2-O-C-12-C-C-C-C-C-C-2.Cl-[C;+0:2],"[(2, 1)]","{1: -1, 2: 0}"
13810,O=CO>>C-C-O-[C;+0:1](-O-C-C)-[O;+0:2]-C-C.[O;+0:3],[O;+0:3]-[C;+0:1]=[O;+0:2]>>C-C-O-[C;+0:1](-O-C-C)-[O;+0:2]-C-C.[O;+0:3],"[(1, 3)]","{3: 1, 1: 0, 2: 0}"
13811,CN>>C-C(-C)(-C-S-c1:c:n:c(-N-[C;+0:1]):s:1)-C(-O)=O.[N;+0:2],[C;+0:1]-[N;+0:2]>>C-C(-C)(-C-S-c1:c:n:c(-N-[C;+0:1]):s:1)-C(-O)=O.[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
13812,[NH3+][O-]>>C-[O;+0:1].[n;+0:2],[O;-1:1]-[n;+1:2]>>C-[O;+0:1].[n;+0:2],"[(2, 1)]","{2: 0, 1: 1}"
13813,COC=O>>N-[C;+0:1].[O;+0:2]=[C;+0:3]-[O;+0:4],[C;+0:1]-[O;+0:2]-[C;+0:3]=[O;+0:4]>>N-[C;+0:1].[O;+0:2]=[C;+0:3]-[O;+0:4],"[(1, 2)]","{3: 0, 2: 0, 1: 0, 4: 1}"
13814,CP=O>>C-C-O-[C;+0:1].C-C-[O;+0:2]-[P;+0:3],[C;+0:1]-[P;+0:3]=[O;+0:2]>>C-C-O-[C;+0:1].C-C-[O;+0:2]-[P;+0:3],"[(1, 3)]","{1: 0, 3: 0, 2: 0}"
13815,CC>>Br-c1:n:c(-C(=O)-O-[C;+0:1]):c:n:c:1-Cl.[C;+0:2],[C;+0:1]-[C;+0:2]>>Br-c1:n:c(-C(=O)-O-[C;+0:1]):c:n:c:1-Cl.[C;+0:2],"[(1, 2)]","{2: 1, 1: 0}"
13816,CCO>>C-O-C(=O)-C-c1:c:c:c(-[C;+0:1]):c:c:1-Cl.[C;+0:2]=[O;+0:3],[C;+0:1]-[C;+0:2]-[O;+0:3]>>C-O-C(=O)-C-c1:c:c:c(-[C;+0:1]):c:c:1-Cl.[C;+0:2]=[O;+0:3],"[(1, 2)]","{1: 0, 2: 0, 3: -1}"
13817,CCC=O>>Br-[C;+0:1].C-C(-C)-[N-]-[C;+0:2].O-C-[C;+0:3].[O;-1:4],[C;+0:1]-[C;+0:2]-[C;+0:3]=[O;+0:4]>>Br-[C;+0:1].C-C(-C)-[N-]-[C;+0:2].O-C-[C;+0:3].[O;-1:4],"[(1, 2), (2, 3), (3, 4)]","{1: 0, 2: 1, 3: 2, 4: 1}"
13818,O=CO>>Br-[C;+0:1](-Br)-Br.O-S(=O)(=O)-[O;+0:2].[O;+0:3],[O;+0:3]=[C;+0:1]-[O;+0:2]>>Br-[C;+0:1](-Br)-Br.O-S(=O)(=O)-[O;+0:2].[O;+0:3],"[(1, 2), (1, 3)]","{2: 0, 1: 0, 3: 2}"
13819,CN>>O-C(=O)-c1:c:c:c:c:c:1-C#[N;+0:1].[c;+0:2],[N;+0:1]-[c;+0:2]>>O-C(=O)-c1:c:c:c:c:c:1-C#[N;+0:1].[c;+0:2],"[(2, 1)]","{2: 1, 1: -2}"
13820,COC=O>>S=S(-[O-])(-[O-])=[O;+0:1].[C;+0:2]-[C;+0:3]=[O;+0:4],[C;+0:2]-[O;+0:4]-[C;+0:3]=[O;+0:1]>>S=S(-[O-])(-[O-])=[O;+0:1].[C;+0:2]-[C;+0:3]=[O;+0:4],"[(2, 4), (3, 1)]","{4: 0, 3: 0, 1: 0, 2: 0}"
13821,CN>>C-O-c1:c:c:c(-C(-C)-C-N-[C;+0:1]):c:c:1.[N;+0:2],[C;+0:1]-[N;+0:2]>>C-O-c1:c:c:c(-C(-C)-C-N-[C;+0:1]):c:c:1.[N;+0:2],"[(1, 2)]","{2: 1, 1: 0}"
13822,C1CNN=N1>>[C;+0:1]=[C;+0:2].[N;+0:3]=[N;+1:4]=[N;-1:5],[C;+0:1]1-[C;+0:2]-[N;+0:5]=[N;+0:4]-[N;+0:3]-1>>[C;+0:1]=[C;+0:2].[N;+0:3]=[N;+1:4]=[N;-1:5],"[(1, 3), (2, 5)]","{3: 0, 4: 0, 5: 0, 2: 0, 1: 0}"
13823,CC=CC>>Br-[C;+0:1]-[C;+0:2]=[C;+0:3].[c;+0:4],[C;+0:3]-[C;+0:2]=[C;+0:1]-[c;+0:4]>>Br-[C;+0:1]-[C;+0:2]=[C;+0:3].[c;+0:4],"[(1, 4)]","{4: 1, 1: 1, 2: 0, 3: -1}"
13824,CO>>C-O-c1:c:c:c2:c(-O-[C;+0:1]):c:c(-c3:c:c:c:c(-C):n:3):n:c:2:c:1-C.[O;+0:2],[C;+0:1]-[O;+0:2]>>C-O-c1:c:c:c2:c(-O-[C;+0:1]):c:c(-c3:c:c:c:c(-C):n:3):n:c:2:c:1-C.[O;+0:2],"[(1, 2)]","{2: 1, 1: 0}"
13825,[NH]:C(:[NH])SC[CH]:C:[CH]SCCNCCN>>C-C(=O)-[N;+0:1]-[C;+0:2]-[C;+0:3]-[N;+0:4]-[C;+0:5]-[C;+0:6]-[S;+0:7]-[c;+0:8]:[c;+0:9]:[c;+0:10]-[C;+0:11]-[S;+0:12]-[c;+0:13](:[n;+0:14]):[n;+0:15],[N;+0:1]-[C;+0:2]-[C;+0:3]-[N;+0:4]-[C;+0:5]-[C;+0:6]-[S;+0:7]-[c;+0:8]:[c;+0:9]:[c;+0:10]-[C;+0:11]-[S;+0:12]-[c;+0:13](:[n;+0:14]):[n;+0:15]>>C-C(=O)-[N;+0:1]-[C;+0:2]-[C;+0:3]-[N;+0:4]-[C;+0:5]-[C;+0:6]-[S;+0:7]-[c;+0:8]:[c;+0:9]:[c;+0:10]-[C;+0:11]-[S;+0:12]-[c;+0:13](:[n;+0:14]):[n;+0:15],[1],"{9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: -1, 15: 1, 8: 0, 7: 0, 6: 0, 5: 0, 4: 0, 3: 0, 2: 0, 1: -1}"
13826,O=[SH]O>>Cl-[S;+0:1]=[O;+0:2].[O;+0:3],[O;+0:2]-[S;+0:1]=[O;+0:3]>>Cl-[S;+0:1]=[O;+0:2].[O;+0:3],"[(3, 1)]","{1: 0, 2: -1, 3: 2}"
13827,O=CNC[CH]:C:C:[CH][O-]>>O=[C;+0:1]-[O;+0:2].[N;+0:3]-[C;+0:4]-[c;+0:5]:[c;+0:6]:[c;+0:7]:[c;+0:8]-[O;+0:9],[O;+0:2]=[C;+0:1]-[N;+0:3]-[C;+0:4]-[c;+0:5]:[c;+0:6]:[c;+0:7]:[c;+0:8]-[O;-1:9]>>O=[C;+0:1]-[O;+0:2].[N;+0:3]-[C;+0:4]-[c;+0:5]:[c;+0:6]:[c;+0:7]:[c;+0:8]-[O;+0:9],"[(1, 3)]","{1: 0, 2: 1, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1}"
13828,NCCCCCO>>C-c1:c:c:c(-S(=O)(=O)-[N;+0:1]):c:c:1.[C;+0:2]1-[C;+0:3]-[C;+0:4]-[C;+0:5]-[C;+0:6]-[O;+0:7]-1,[N;+0:1]-[C;+0:6]-[C;+0:5]-[C;+0:4]-[C;+0:3]-[C;+0:2]-[O;+0:7]>>C-c1:c:c:c(-S(=O)(=O)-[N;+0:1]):c:c:1.[C;+0:2]1-[C;+0:3]-[C;+0:4]-[C;+0:5]-[C;+0:6]-[O;+0:7]-1,"[7, (6, 1)]","{2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 1: 0, 7: -1}"
13829,CCO>>Br-[c;+0:1].[O;+0:2].[C;+0:3]-C-C-[Li],[c;+0:1]-[C;+0:3]-[O;+0:2]>>Br-[c;+0:1].[O;+0:2].[C;+0:3]-C-C-[Li],"[(1, 3), (3, 2)]","{1: 0, 2: 1, 3: 1}"
13830,CN>>C-C-O-C(=O)-c1:c:c(-C):n(-[c;+0:1]):n:1.[n;+0:2],[c;+0:1]-[n;+0:2]>>C-C-O-C(=O)-c1:c:c(-C):n(-[c;+0:1]):n:1.[n;+0:2],"[(1, 2)]","{2: 1, 1: 0}"
13831,N.[OH-]>>[N;+0:1]-C(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1.[O;+0:2],[N;+0:1].[O;-1:2]>>[N;+0:1]-C(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1.[O;+0:2],[1],"{1: -1, 2: 1}"
13832,CC(N)=O>>O-[C;+0:1].[C;+0:2]-[O;-1:3].[N;+0:4],[C;+0:1]-[C;+0:2](-[N;+0:4])=[O;+0:3]>>O-[C;+0:1].[C;+0:2]-[O;-1:3].[N;+0:4],"[(2, 4), (1, 2)]","{2: 3, 3: 0, 4: 1, 1: 0}"
13833,CO>>Br-[c;+0:1].[O;+0:2]-c1:c:n:c:c(-N2-C-C3-C-C-2-C-N-3):c:1,[O;+0:2]-[c;+0:1]>>Br-[c;+0:1].[O;+0:2]-c1:c:n:c:c(-N2-C-C3-C-C-2-C-N-3):c:1,"[(1, 2)]","{1: 0, 2: 0}"
13834,CBr>>Br-c1:c:c:c:c(-[Br;+0:1]):n:1.O-C-[c;+0:2],[Br;+0:1]-[c;+0:2]>>Br-c1:c:c:c:c(-[Br;+0:1]):n:1.O-C-[c;+0:2],"[(2, 1)]","{2: 0, 1: 0}"
13835,C#CC>>Br-[C;+0:1].Br-[C;+0:2](-Br)=[C;+0:3],[C;+0:3]#[C;+0:2]-[C;+0:1]>>Br-[C;+0:1].Br-[C;+0:2](-Br)=[C;+0:3],"[(1, 2)]","{3: 1, 2: 0, 1: 0}"
13836,CCN>>C-[Si](-C)(-C)-[C;+0:1].[C;+0:2]#[N;+0:3],[C;+0:1]-[C;+0:2]-[N;+0:3]>>C-[Si](-C)(-C)-[C;+0:1].[C;+0:2]#[N;+0:3],"[(1, 2)]","{3: -2, 2: -1, 1: 0}"
13837,CC[SH]=O>>O-C-[C;+0:1].[O;-1:2]-[S;+0:3].[c;+0:4],[O;+0:2]=[S;+0:3]-[C;+0:1]-[c;+0:4]>>O-C-[C;+0:1].[O;-1:2]-[S;+0:3].[c;+0:4],"[(1, 4), (1, 3)]","{4: 1, 1: 1, 3: 0, 2: 0}"
13838,CSN>>C-C(-C)-[Si](-S-[c;+0:1])(-C(-C)-C)-C(-C)-C.Cl-[S;+0:2]-Cl.[N;+1:3],[N;+0:3]-[S;+0:2]-[c;+0:1]>>C-C(-C)-[Si](-S-[c;+0:1])(-C(-C)-C)-C(-C)-C.Cl-[S;+0:2]-Cl.[N;+1:3],"[(1, 2), (3, 2)]","{1: 0, 2: 0, 3: 2}"
13839,C=CN>>O1-[C;+0:1]-[C;+0:2]-1.[n;+0:3],[C;+0:2]=[C;+0:1]-[n;+0:3]>>O1-[C;+0:1]-[C;+0:2]-1.[n;+0:3],"[(1, 3)]","{1: 1, 3: 1, 2: 0}"
13840,O=CO>>C-C-[C;+0:1]-C(=O)-[O-].[O;+0:2].[O;-1:3],[O;+0:3]=[C;+0:1]-[O;+0:2]>>C-C-[C;+0:1]-C(=O)-[O-].[O;+0:2].[O;-1:3],"[(1, 3), (1, 2)]","{3: 1, 1: 1, 2: 1}"
13841,CO[NH+]=O>>O-[C;+0:1].[O;+0:2]=[N;+1:3]-[O;+0:4],[C;+0:1]-[O;+0:2]-[N;+1:3]=[O;+0:4]>>O-[C;+0:1].[O;+0:2]=[N;+1:3]-[O;+0:4],"[(1, 2)]","{4: 1, 3: 0, 2: 0, 1: 0}"
13842,CI>>O-[C;+0:1].O=C1-C-C-C(=O)-N-1-[I;+0:2],[C;+0:1]-[I;+0:2]>>O-[C;+0:1].O=C1-C-C-C(=O)-N-1-[I;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
13843,CCl>>Br-c1:c(-C):c:c(-O):c:c:1-[Cl;+0:1].C-O-[c;+0:2],[Cl;+0:1]-[c;+0:2]>>Br-c1:c(-C):c:c(-O):c:c:1-[Cl;+0:1].C-O-[c;+0:2],"[(2, 1)]","{1: 0, 2: 0}"
13844,CN>>C-C(=O)-c1:c(-C):n:c2:c:c:c:c:c:2:c:1-N-[C;+0:1].[N;+0:2],[C;+0:1]-[N;+0:2]>>C-C(=O)-c1:c(-C):n:c2:c:c:c:c:c:2:c:1-N-[C;+0:1].[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
13845,CN>>C-C-C-C-[C;+0:1].O-C-C-[N;+0:2],[C;+0:1]-[N;+0:2]>>C-C-C-C-[C;+0:1].O-C-C-[N;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
13846,CCNC>>Cl-[N;+0:1](-[C;+0:2]=O)-C(=O)-[C;+0:3].[C;+0:4],[C;+0:4]-[N;+0:1]-[C;+0:2]-[C;+0:3]>>Cl-[N;+0:1](-[C;+0:2]=O)-C(=O)-[C;+0:3].[C;+0:4],"[(4, 1), (2, 3)]","{1: -1, 2: -1, 3: 0, 4: 1}"
13847,C=CC=O>>C-C(=O)-[O;-1:1].[C;+0:2]=[C;+0:3]-[C;+0:4],[C;+0:4]=[C;+0:3]-[C;+0:2]=[O;+0:1]>>C-C(=O)-[O;-1:1].[C;+0:2]=[C;+0:3]-[C;+0:4],"[(2, 1)]","{4: 1, 3: 0, 2: 1, 1: 0}"
13848,C[SH]=O>>C-S(=O)(=O)-O-[C;+0:1].[O;-1:2]-[S;+0:3],[C;+0:1]-[S;+0:3]=[O;+0:2]>>C-S(=O)(=O)-O-[C;+0:1].[O;-1:2]-[S;+0:3],"[(1, 3)]","{1: 0, 3: 0, 2: 0}"
13849,CN>>Br-c1:c:c:c:c(-[N+](=O)-[O-]):c:1-[N;+0:1].F-[c;+0:2],[N;+0:1]-[c;+0:2]>>Br-c1:c:c:c:c(-[N+](=O)-[O-]):c:1-[N;+0:1].F-[c;+0:2],"[(2, 1)]","{2: 0, 1: 0}"
13850,N=CN>>[N;+0:1].[N;+0:2]=[C;+0:3]-S-C-c1:c:c:c:c:c:1,[N;+0:1]=[C;+0:3]-[N;+0:2]>>[N;+0:1].[N;+0:2]=[C;+0:3]-S-C-c1:c:c:c:c:c:1,"[(3, 1)]","{2: -1, 3: 0, 1: 2}"
13851,CC>>Cl-[C;+0:1].O-C-[c;+0:2],[C;+0:1]-[c;+0:2]>>Cl-[C;+0:1].O-C-[c;+0:2],"[(1, 2)]","{2: 0, 1: 0}"
13852,CS>>C-C-C-C-C-C-C-[C;+0:1]-[S-].[S;+0:2],[C;+0:1]-[S;+0:2]>>C-C-C-C-C-C-C-[C;+0:1]-[S-].[S;+0:2],"[(1, 2)]","{2: 1, 1: -1}"
13853,N=C(O)C=CCO>>[N;+0:1].[O;+0:2]=[C;+0:3]1-[C;+0:4]=[C;+0:5]-[C;+0:6]-[O;+0:7]-1,[N;+0:1]=[C;+0:3](-[O;+0:2])-[C;+0:4]=[C;+0:5]-[C;+0:6]-[O;+0:7]>>[N;+0:1].[O;+0:2]=[C;+0:3]1-[C;+0:4]=[C;+0:5]-[C;+0:6]-[O;+0:7]-1,"[7, (3, 1)]","{1: 2, 3: 0, 4: 0, 5: 0, 6: 0, 7: -1, 2: -1}"
13854,N=CS>>C-O-c1:c:c:c(-C-[S;+0:1]):c:c:1.O=[C;+0:2]-[N;+0:3],[N;+0:3]=[C;+0:2]-[S;+0:1]>>C-O-c1:c:c:c(-C-[S;+0:1]):c:c:1.O=[C;+0:2]-[N;+0:3],"[(2, 1)]","{1: 0, 3: 1, 2: 0}"
13855,CBr>>C-C-[Br;+0:1].Cl-[C;+0:2],[Br;+0:1]-[C;+0:2]>>C-C-[Br;+0:1].Cl-[C;+0:2],"[(2, 1)]","{2: 0, 1: 0}"
13856,CNC>>C-N-[C;+0:1].[C;+0:2]=[N;+0:3],[C;+0:1]-[N;+0:3]-[C;+0:2]>>C-N-[C;+0:1].[C;+0:2]=[N;+0:3],"[(1, 3)]","{2: -1, 3: 0, 1: 0}"
13857,CO.Cl>>Br-[C;+0:1].[Cl;-1:2].[O;+0:3],[C;+0:1]-[O;+0:3].[Cl;+0:2]>>Br-[C;+0:1].[Cl;-1:2].[O;+0:3],"[(1, 3)]","{3: 1, 1: 0, 2: -1}"
13858,NCCN>>Cl-[C;+0:1]=[C;+0:2].[N;+0:3].[N;+0:4],[N;+0:3]-[C;+0:1]-[C;+0:2]-[N;+0:4]>>Cl-[C;+0:1]=[C;+0:2].[N;+0:3].[N;+0:4],"[(2, 4), (1, 3)]","{4: 1, 3: 1, 1: -1, 2: 0}"
13859,CC=N>>C-C(-C)(-C)-O-C(=O)-[N;+0:1].C-O-[C;+0:2]=[C;+0:3],[C;+0:3]-[C;+0:2]=[N;+0:1]>>C-C(-C)(-C)-O-C(=O)-[N;+0:1].C-O-[C;+0:2]=[C;+0:3],"[(2, 1)]","{1: 1, 2: 0, 3: -1}"
13860,O=S>>S=[O;+0:1].[S;+0:2],[O;+0:1]=[S;+0:2]>>S=[O;+0:1].[S;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
13861,CNN>>C-C-[N;+0:1](-C-C)-C-C.Cl-[C;+0:2].[N;+0:3],[C;+0:2]-[N;+0:1]-[N;+0:3]>>C-C-[N;+0:1](-C-C)-C-C.Cl-[C;+0:2].[N;+0:3],"[(1, 3), (2, 1)]","{3: 1, 1: -1, 2: 0}"
13862,CN>>O-B(-O)-[C;+0:1].[N;+0:2],[C;+0:1]-[N;+0:2]>>O-B(-O)-[C;+0:1].[N;+0:2],"[(1, 2)]","{2: 1, 1: 0}"
13863,CN>>N-N-[c;+0:1].[n;+0:2],[c;+0:1]-[n;+0:2]>>N-N-[c;+0:1].[n;+0:2],"[(1, 2)]","{2: 1, 1: 0}"
13864,CC>>C1-C-O-C-C-O-C-[C;+0:1]-O-C-C-O-C-C-O-1.[C;+0:2],[C;+0:1]-[C;+0:2]>>C1-C-O-C-C-O-C-[C;+0:1]-O-C-C-O-C-C-O-1.[C;+0:2],"[(1, 2)]","{2: 1, 1: -1}"
13865,O>>O=C(-[O;+0:1])-c1:c:c:c(-c2:c:c:c:c:c:2):c:c:1,[O;+0:1]>>O=C(-[O;+0:1])-c1:c:c:c(-c2:c:c:c:c:c:2):c:c:1,[1],{1: -1}
13866,C[CH]:N:[CH][O-]>>Br-[c;+0:1]:[n;+0:2]:[c;+0:3]-[O;+0:4].C-C1(-C)-O-B(-[c;+0:5])-O-C-1(-C)-C,[O;-1:4]-[c;+0:3]:[n;+0:2]:[c;+0:1]-[c;+0:5]>>Br-[c;+0:1]:[n;+0:2]:[c;+0:3]-[O;+0:4].C-C1(-C)-O-B(-[c;+0:5])-O-C-1(-C)-C,"[(1, 5)]","{1: 0, 5: 0, 2: 0, 3: 0, 4: 1}"
13867,C>>O=S(=O)(-[C;+0:1]-S(=O)(=O)-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,[C;+0:1]>>O=S(=O)(-[C;+0:1]-S(=O)(=O)-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,[1],{1: -2}
13868,CBr>>Cl-[c;+0:1].O=C(-c1:c:c:c:c:c:1-[Br;+0:2])-c1:c:c:c:c:c:1-[N+](=O)-[O-],[Br;+0:2]-[c;+0:1]>>Cl-[c;+0:1].O=C(-c1:c:c:c:c:c:1-[Br;+0:2])-c1:c:c:c:c:c:1-[N+](=O)-[O-],"[(1, 2)]","{1: 0, 2: 0}"
13869,OCNO>>[C;+0:1]=[O;+0:2].[O-]-[N;+1:3]=[O;+0:4],[O;+0:2]-[C;+0:1]-[N;+0:3]-[O;+0:4]>>[C;+0:1]=[O;+0:2].[O-]-[N;+1:3]=[O;+0:4],"[(1, 3)]","{1: 0, 2: -1, 3: 0, 4: -1}"
13870,CO>>C-C(=O)-O-C-c1:c:c(-C#C-C(-O)(-C-C2=C-C(=O)-O-C(-C)(-C)-O-2)-C2-C-C-C-C-2):c:c:c:1-O-[C;+0:1](-C)=O.[O;+0:2],[C;+0:1]-[O;+0:2]>>C-C(=O)-O-C-c1:c:c(-C#C-C(-O)(-C-C2=C-C(=O)-O-C(-C)(-C)-O-2)-C2-C-C-C-C-2):c:c:c:1-O-[C;+0:1](-C)=O.[O;+0:2],"[(1, 2)]","{1: -3, 2: 1}"
13871,CC>>[C;+0:1].[C;+0:2]-C1-C-N-C-C-N-1,[C;+0:1]-[C;+0:2]>>[C;+0:1].[C;+0:2]-C1-C-N-C-C-N-1,"[(1, 2)]","{1: 1, 2: 0}"
13872,CN>>O=C-C-C(=O)-O-C(=O)-C-[C;+0:1].[N;+0:2],[C;+0:1]-[N;+0:2]>>O=C-C-C(=O)-O-C(=O)-C-[C;+0:1].[N;+0:2],"[(1, 2)]","{2: 1, 1: 0}"
13873,CCCl>>C-[Si](-C)(-[C;+0:1])-C=[N+]=[N-].Cl-[C;+0:2].[Cl;+0:3],[C;+0:2]-[C;+0:1]-[Cl;+0:3]>>C-[Si](-C)(-[C;+0:1])-C=[N+]=[N-].Cl-[C;+0:2].[Cl;+0:3],"[(1, 2), (1, 3)]","{2: 0, 1: 1, 3: 1}"
13874,O=CO>>C-c1:c:c:c(-S(=O)(=O)-[O;+0:1]):c:c:1.O=[C;+0:2]-[O;-1:3],[O;+0:1]-[C;+0:2]=[O;+0:3]>>C-c1:c:c:c(-S(=O)(=O)-[O;+0:1]):c:c:1.O=[C;+0:2]-[O;-1:3],"[(2, 1)]","{2: 0, 3: 0, 1: 0}"
13875,CC>>Br-[C;+0:1].[C;+0:2]-[Sn]12-C-C-C-N(-C-C-C-1)-C-C-C-2,[C;+0:2]-[C;+0:1]>>Br-[C;+0:1].[C;+0:2]-[Sn]12-C-C-C-N(-C-C-C-1)-C-C-C-2,"[(1, 2)]","{1: 0, 2: 0}"
13876,CNC>>O=C-N-[c;+0:1].O=[N;+1:2]-[O-].[C;+0:3]-[O-],[c;+0:1]-[N;+0:2]-[C;+0:3]>>O=C-N-[c;+0:1].O=[N;+1:2]-[O-].[C;+0:3]-[O-],"[(3, 2), (1, 2)]","{2: 0, 3: 0, 1: 0}"
13877,CSCC[O-]>>Cl-[C;+0:1].[O;+0:2]-[C;+0:3]-[C;+0:4]-[S;+0:5],[C;+0:1]-[S;+0:5]-[C;+0:4]-[C;+0:3]-[O;-1:2]>>Cl-[C;+0:1].[O;+0:2]-[C;+0:3]-[C;+0:4]-[S;+0:5],"[(1, 5)]","{1: 0, 5: 1, 4: 0, 3: 0, 2: 1}"
13878,CN>>C-[S+](-C)-[C;+0:1].[N;+0:2],[C;+0:1]-[N;+0:2]>>C-[S+](-C)-[C;+0:1].[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
13879,CSC#N>>C-[Si](-C)(-C)-[N;+0:1]=[C;+0:2]=[S;+0:3].[c;+0:4],[N;+0:1]#[C;+0:2]-[S;+0:3]-[c;+0:4]>>C-[Si](-C)(-C)-[N;+0:1]=[C;+0:2]=[S;+0:3].[c;+0:4],"[(4, 3)]","{4: 1, 3: 0, 2: 0, 1: 0}"
13880,C=NNC[CH]:C:C:[CH]C(:[NH]):[NH]>>O=[C;+0:1].[N;+0:2]-[N;+0:3]-[C;+0:4]-[c;+0:5]:[c;+0:6]:[c;+0:7]:[c;+0:8]-[c;+0:9](:[n;+0:10]):[n;+0:11],[C;+0:1]=[N;+0:2]-[N;+0:3]-[C;+0:4]-[c;+0:5]:[c;+0:6]:[c;+0:7]:[c;+0:8]-[c;+0:9](:[n;+0:10]):[n;+0:11]>>O=[C;+0:1].[N;+0:2]-[N;+0:3]-[C;+0:4]-[c;+0:5]:[c;+0:6]:[c;+0:7]:[c;+0:8]-[c;+0:9](:[n;+0:10]):[n;+0:11],"[(1, 2)]","{1: 0, 2: 2, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1, 11: -1}"
13881,CC>>F-C(-F)(-F)-S(=O)(=O)-O-[c;+0:1].F-[c;+0:2],[c;+0:2]-[c;+0:1]>>F-C(-F)(-F)-S(=O)(=O)-O-[c;+0:1].F-[c;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
13882,[NH]:[N]C=O>>O=[C;+0:1]-[O;-1:2].[n;+0:3]:[n;+0:4],[O;+0:2]=[C;+0:1]-[n;+0:3]:[n;+0:4]>>O=[C;+0:1]-[O;-1:2].[n;+0:3]:[n;+0:4],"[(1, 3)]","{3: 0, 1: 0, 2: 0, 4: 1}"
13883,N=CN>>C-[C;+0:1]-O-C=N.[N;+0:2].[N;+0:3],[N;+0:2]-[C;+0:1]=[N;+0:3]>>C-[C;+0:1]-O-C=N.[N;+0:2].[N;+0:3],"[(1, 2), (1, 3)]","{2: 1, 1: 1, 3: 2}"
13884,COC>>Br-[C;+0:1].C-C-[O;+0:2].O-C-[C;+0:3],[C;+0:1]-[O;+0:2]-[C;+0:3]>>Br-[C;+0:1].C-C-[O;+0:2].O-C-[C;+0:3],"[(3, 2), (1, 2)]","{3: 0, 2: 1, 1: 0}"
13885,BC>>C-c1:n:c(-c2:c:c:c:c:c:2):n:c2:c:c(-[B;+0:1]):c:c:c:1:2.Cl-[c;+0:2],[B;+0:1]-[c;+0:2]>>C-c1:n:c(-c2:c:c:c:c:c:2):n:c2:c:c(-[B;+0:1]):c:c:c:1:2.Cl-[c;+0:2],"[(1, 2)]","{2: 0, 1: 0}"
