,Smiles_template,Smarts_template,edit_site,change_H
664,CO>>C-S(=O)(=O)-O-[c;+0:1].[O;+0:2],[O;+0:2]-[c;+0:1]>>C-S(=O)(=O)-O-[c;+0:1].[O;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
665,CO>>O-C(=O)/C=C/C=C/C=C/C=C/C(=O)-[O;+0:1]-[C@@;+0:2],[C;+0:2]-[O;+0:1]>>O-C(=O)/C=C/C=C/C=C/C=C/C(=O)-[O;+0:1]-[C@@;+0:2],[1],"{1: -1, 2: 0}"
666,C[SH]=O>>Cl-[c;+0:1].[O;+0:2]-[S;+0:3],[c;+0:1]-[S;+0:3]=[O;+0:2]>>Cl-[c;+0:1].[O;+0:2]-[S;+0:3],"[(1, 3)]","{1: 0, 3: 0, 2: 1}"
667,CCN>>C-C(-C)(-C)-O-C(=O)-[N;+0:1]-[C@;+0:2]-[C@@;+0:3],[C;+0:3]-[C;+0:2]-[N;+0:1]>>C-C(-C)(-C)-O-C(=O)-[N;+0:1]-[C@;+0:2]-[C@@;+0:3],[1],"{1: -1, 2: 0, 3: 0}"
668,CP=O>>Br-[C;+0:1].C-[O;+0:2]-[P;+0:3],[C;+0:1]-[P;+0:3]=[O;+0:2]>>Br-[C;+0:1].C-[O;+0:2]-[P;+0:3],"[(1, 3)]","{1: 0, 3: 0, 2: 0}"
669,CC>>C-N(-C)-[C;+0:1].I-[c;+0:2],[C;+0:1]-[c;+0:2]>>C-N(-C)-[C;+0:1].I-[c;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
670,[CH2]:N:N:[CH2]>>C-C-O-[C;+0:1].[C;+0:2]=[N;+0:3]-[N;+0:4],[c;+0:1]:[n;+0:4]:[n;+0:3]:[c;+0:2]>>C-C-O-[C;+0:1].[C;+0:2]=[N;+0:3]-[N;+0:4],"[(1, 4)]","{1: 0, 2: 0, 3: 0, 4: 1}"
671,C1CO1>>O=S(-[O-])-O-[O;+0:1].[C;+0:2]=[C;+0:3],[C;+0:2]1-[C;+0:3]-[O;+0:1]-1>>O=S(-[O-])-O-[O;+0:1].[C;+0:2]=[C;+0:3],"[(2, 1), (3, 1)]","{1: 1, 2: 0, 3: 0}"
672,CN>>F-c1:c:c:c(-B2-O-B(-[c;+0:1])-O-B(-c3:c:c:c(-F):c:c:3)-O-2):c:c:1.[N;+0:2],[N;+0:2]-[c;+0:1]>>F-c1:c:c:c(-B2-O-B(-[c;+0:1])-O-B(-c3:c:c:c(-F):c:c:3)-O-2):c:c:1.[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
673,C>>C-C(-C)(-C)-O-C(=O)-[C@;+0:1],[C;+0:1]>>C-C(-C)(-C)-O-C(=O)-[C@;+0:1],[1],{1: -1}
674,[c;+0:1]1:[c;+0:2]:[c;+0:3]:[n;+0:4]:[n;+0:5]:1>>[C;+0:1]#[C;+0:2].[C;+0:3]=[N;+1:4]=[N;-1:5],[c;+0:1]1:[c;+0:2]:[c;+0:3]:[n;+0:4]:[n;+0:5]:1>>[C;+0:1]#[C;+0:2].[C;+0:3]=[N;+1:4]=[N;-1:5],"[(2, 3), (1, 5)]","{3: 1, 4: 0, 5: -1, 1: 0, 2: 0}"
675,CN>>C-C-C-C(=O)-O-[C;+0:1].[N;+0:2],[C;+0:1]-[N;+0:2]>>C-C-C-C(=O)-O-[C;+0:1].[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
676,CC>>C-O-C(=O)-[C;+0:1]-[C;+0:2],[C;+0:2]-[C;+0:1]>>C-O-C(=O)-[C;+0:1]-[C;+0:2],[1],"{1: -1, 2: 0}"
677,C[CH](N)[CH](C)C>>C-O-C(=O)-[C;+0:1](-[C;+0:2])(-[N;+0:3])-[C;+0:4](-[C;+0:5])-[c;+0:6],[C;+0:5]-[C;+0:1](-[c;+0:6])-[C;+0:4](-[C;+0:2])-[N;+0:3]>>C-O-C(=O)-[C;+0:1](-[C;+0:2])(-[N;+0:3])-[C;+0:4](-[C;+0:5])-[c;+0:6],"[(1, 6), (1, 5), (2, 4), (4, 3)]","{1: -1, 6: 0, 5: 0, 2: 0, 4: 0, 3: 0}"
678,CC>>Cl-[c;+0:1].I-[c;+0:2],[c;+0:1]-[c;+0:2]>>Cl-[c;+0:1].I-[c;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
679,CN>>C-O-N=C(-C(=O)-O-[C;+0:1])-c1:c:s:c(-N-C(-c2:c:c:c:c:c:2)(-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2):n:1.[N;+0:2],[C;+0:1]-[N;+0:2]>>C-O-N=C(-C(=O)-O-[C;+0:1])-c1:c:s:c(-N-C(-c2:c:c:c:c:c:2)(-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2):n:1.[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
680,O>>C-C-C-C-C-C-C-O-c1:c:c:c(-C(=O)-[O;+0:1]):c:c:1,[O;+0:1]>>C-C-C-C-C-C-C-O-c1:c:c:c(-C(=O)-[O;+0:1]):c:c:1,[1],{1: -1}
681,C1=CCCC=C1>>[c;+0:1]1:[c;+0:2]:[c;+0:3]:[c;+0:4]:[c;+0:5]:[c;+0:6]:1,[C;+0:1]1=[C;+0:2]-[C;+0:3]=[C;+0:4]-[C;+0:5]-[C;+0:6]-1>>[c;+0:1]1:[c;+0:2]:[c;+0:3]:[c;+0:4]:[c;+0:5]:[c;+0:6]:1,"[(1, 2)]","{1: 0, 2: 0, 3: 0, 4: 0, 5: -1, 6: -1}"
682,[CH2]:C:C:C:[NH]>>O=[C;+0:1]-[C;+0:2]=[C;+0:3].[N;+0:4].[c;+0:5],[n;+0:4]:[c;+0:3]:[c;+0:2]:[c;+0:1]:[c;+0:5]>>O=[C;+0:1]-[C;+0:2]=[C;+0:3].[N;+0:4].[c;+0:5],"[(1, 5), (3, 4)]","{1: 0, 2: 0, 3: 1, 4: 2, 5: 1}"
683,CN>>C-O-c1:c:c(-c2:n:c:n(/C=C\C(=O)-O-[C;+0:1]):n:2):c:c(-C(-F)(-F)-F):c:1.[N;+0:2],[C;+0:1]-[N;+0:2]>>C-O-c1:c:c(-c2:n:c:n(/C=C\C(=O)-O-[C;+0:1]):n:2):c:c(-C(-F)(-F)-F):c:1.[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
684,C[CH](C)[CH](C)O>>[C;+0:1]-[C@;+0:2](-[C;+0:3])-[C;+0:4]=[O;+0:5].[C;+0:6]-[Mg+],[C;+0:1]-[C;+0:4](-[C;+0:3])-[C;+0:2](-[C;+0:6])-[O;+0:5]>>[C;+0:1]-[C@;+0:2](-[C;+0:3])-[C;+0:4]=[O;+0:5].[C;+0:6]-[Mg+],"[(1, 4), (3, 4), (2, 5), (2, 6)]","{1: 0, 4: 0, 2: 0, 5: -1, 6: 0, 3: 0}"
685,CN>>Br-[C@@;+0:1].[N;+0:2],[C;+0:1]-[N;+0:2]>>Br-[C@@;+0:1].[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
686,CCO>>Br-[Mg]-[C;+0:1].[C;+0:2]=[O;+0:3],[C;+0:1]-[C;+0:2]-[O;+0:3]>>Br-[Mg]-[C;+0:1].[C;+0:2]=[O;+0:3],"[(1, 2)]","{1: 0, 2: 0, 3: -1}"
687,CC>>F-[C@@;+0:1].[c;+0:2],[C;+0:1]-[c;+0:2]>>F-[C@@;+0:1].[c;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
688,O>>C-O-c1:c:c:c(-C(=O)-[O;+0:1]):c:c:1,[O;+0:1]>>C-O-c1:c:c:c(-C(=O)-[O;+0:1]):c:c:1,[1],{1: -1}
689,CC>>C-O-[C;+0:1].[C;+0:2],[C;+0:1]-[C;+0:2]>>C-O-[C;+0:1].[C;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
690,CC>>Br-[C;+0:1].C-[Sn](-C)(-C)-[c;+0:2],[C;+0:1]-[c;+0:2]>>Br-[C;+0:1].C-[Sn](-C)(-C)-[c;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
691,C=NS>>O=[C;+0:1].[N;+0:2]-[S@;+0:3],[C;+0:1]=[N;+0:2]-[S;+0:3]>>O=[C;+0:1].[N;+0:2]-[S@;+0:3],"[(1, 2)]","{1: 0, 2: 2, 3: 0}"
692,CC>>F-C(-F)(-F)-S(=O)(=O)-O-[C;+0:1].[C;+0:2],[C;+0:2]-[C;+0:1]>>F-C(-F)(-F)-S(=O)(=O)-O-[C;+0:1].[C;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
693,CCOC>>[C;+0:1]-[O;+0:2].[C;+0:3]=[C;+0:4],[C;+0:1]-[O;+0:2]-[C;+0:4]-[C;+0:3]>>[C;+0:1]-[O;+0:2].[C;+0:3]=[C;+0:4],"[(4, 2)]","{3: -1, 4: 0, 1: 0, 2: 1}"
694,CCO>>C-O-[C;+0:1](-[C@;+0:2])=[O;+0:3],[C;+0:2]-[C;+0:1]-[O;+0:3]>>C-O-[C;+0:1](-[C@;+0:2])=[O;+0:3],"[(1, 3)]","{1: -2, 3: -1, 2: 0}"
695,ClCCCl>>[C;+0:1]=[C;+0:2].[Cl;+0:3]-[Cl;+0:4],[Cl;+0:3]-[C;+0:1]-[C;+0:2]-[Cl;+0:4]>>[C;+0:1]=[C;+0:2].[Cl;+0:3]-[Cl;+0:4],"[(1, 3), (2, 4)]","{1: 0, 2: 0, 4: 0, 3: 0}"
696,C=C>>F-C(-F)(-F)-C-O-P(=O)(-[C;+0:1])-O-C-C(-F)(-F)-F.O=[C;+0:2],[C;+0:1]=[C;+0:2]>>F-C(-F)(-F)-C-O-P(=O)(-[C;+0:1])-O-C-C(-F)(-F)-F.O=[C;+0:2],"[(1, 2)]","{1: 1, 2: 0}"
697,CCOC>>O-[C@;+0:1].[C;+0:2]-[C;+0:3]-[O;+0:4],[C;+0:1]-[O;+0:4]-[C;+0:3]-[C;+0:2]>>O-[C@;+0:1].[C;+0:2]-[C;+0:3]-[O;+0:4],"[(1, 4)]","{1: 0, 4: 1, 3: 0, 2: 0}"
698,O>>C-C-C-C-C(=O)-[O;+0:1],[O;+0:1]>>C-C-C-C-C(=O)-[O;+0:1],[1],{1: -1}
699,CC>>Br-[C;+0:1].C-C1(-C)-C-O-B(-[c;+0:2])-O-C-1,[C;+0:1]-[c;+0:2]>>Br-[C;+0:1].C-C1(-C)-C-O-B(-[c;+0:2])-O-C-1,"[(1, 2)]","{1: 0, 2: 0}"
700,CC>>C-[Si](-C)(-C)-[C;+0:1].Cl-[C;+0:2],[C;+0:2]-[C;+0:1]>>C-[Si](-C)(-C)-[C;+0:1].Cl-[C;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
701,CN>>O=C1-[N;+0:1](-[C@;+0:2])-C(=O)-c2:c:c:c:c:c:2-1,[C;+0:2]-[N;+0:1]>>O=C1-[N;+0:1](-[C@;+0:2])-C(=O)-c2:c:c:c:c:c:2-1,[1],"{1: -2, 2: 0}"
702,CCN>>C-C(-C)(-C)-O-C(=O)-[N;+0:1]-[C@@;+0:2]-[C;+0:3],[C;+0:3]-[C;+0:2]-[N;+0:1]>>C-C(-C)(-C)-O-C(=O)-[N;+0:1]-[C@@;+0:2]-[C;+0:3],[1],"{1: -1, 2: 0, 3: 0}"
703,CN>>I-C-C(=O)-O-[C;+0:1].[N;+0:2],[C;+0:1]-[N;+0:2]>>I-C-C(=O)-O-[C;+0:1].[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
704,[c;+0:3]1:[c;+0:4]:[n;+0:2]:[n;+0:1]:[n;+0:5]:1>>F-C(-F)(-F)-S(=O)(=O)-N=[N;+1:1]=[N;-1:2].[C;+0:3]#[C;+0:4].[N;+0:5],[c;+0:3]1:[c;+0:4]:[n;+0:2]:[n;+0:1]:[n;+0:5]:1>>F-C(-F)(-F)-S(=O)(=O)-N=[N;+1:1]=[N;-1:2].[C;+0:3]#[C;+0:4].[N;+0:5],"[(1, 5), (4, 2), (3, 5)]","{1: 0, 2: 0, 4: 0, 3: 0, 5: 2}"
705,CC[CH](C)O>>[C;+0:1]-[C;+0:2]-[C;+0:3]=[O;+0:4].[Mg+]-[c;+0:5],[C;+0:1]-[C;+0:2]-[C;+0:3](-[O;+0:4])-[c;+0:5]>>[C;+0:1]-[C;+0:2]-[C;+0:3]=[O;+0:4].[Mg+]-[c;+0:5],"[(3, 5)]","{2: 0, 3: 0, 4: -1, 5: 0, 1: 0}"
706,[c;+0:1]1:[n;+0:2]:[n;+0:5]:[n;+0:4]:[n;+0:3]:1>>[C;+0:1]#[N;+0:2].[N;-1:3]=[N;+1:4]=[N;-1:5],[c;+0:1]1:[n;+0:2]:[n;+0:5]:[n;+0:4]:[n;+0:3]:1>>[C;+0:1]#[N;+0:2].[N;-1:3]=[N;+1:4]=[N;-1:5],"[(1, 3), (2, 5)]","{1: 0, 2: 0, 5: 0, 4: 0, 3: -1}"
707,CN>>C-C(-C)(-C)-O-[C;+0:1].[N;+1:2],[C;+0:1]-[N;+0:2]>>C-C(-C)(-C)-O-[C;+0:1].[N;+1:2],"[(1, 2)]","{1: 0, 2: 2}"
708,CC>>I-[C;+0:1].[C;+0:2]-[Cu],[C;+0:1]-[C;+0:2]>>I-[C;+0:1].[C;+0:2]-[Cu],"[(1, 2)]","{1: 0, 2: 0}"
709,CC>>C-C-C-C-[Sn](-[C;+0:1])(-C-C-C-C)-C-C-C-C.Cl-[C;+0:2],[C;+0:1]-[C;+0:2]>>C-C-C-C-[Sn](-[C;+0:1])(-C-C-C-C)-C-C-C-C.Cl-[C;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
710,CP=O>>Br-[c;+0:1].C-[O;+0:2]-[P;+0:3],[c;+0:1]-[P;+0:3]=[O;+0:2]>>Br-[c;+0:1].C-[O;+0:2]-[P;+0:3],"[(1, 3)]","{1: 0, 3: 0, 2: 0}"
711,O>>F-C(-F)(-F)-C(=O)-[O;+0:1],[O;+0:1]>>F-C(-F)(-F)-C(=O)-[O;+0:1],[1],{1: -1}
712,CN>>O-[C@@;+0:1].[n;+0:2],[C;+0:1]-[n;+0:2]>>O-[C@@;+0:1].[n;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
713,CN>>O=[N+](-[O-])-c1:c:c:c(-C-O-[C;+0:1]):c:c:1.[N;+0:2],[C;+0:1]-[N;+0:2]>>O=[N+](-[O-])-c1:c:c:c(-C-O-[C;+0:1]):c:c:1.[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
714,CN>>C-S(=O)(=O)-O-[C@@;+0:1].[n;+0:2],[C;+0:1]-[n;+0:2]>>C-S(=O)(=O)-O-[C@@;+0:1].[n;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
715,[CH2]:[NH]>>C-O-[C;+0:1].[N;+0:2],[c;+0:1]:[n;+0:2]>>C-O-[C;+0:1].[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
716,CCNC>>O-[C;+0:1].[C;+0:2]-[C;+0:3]-[N;+0:4],[C;+0:1]-[N;+0:4]-[C;+0:3]-[C;+0:2]>>O-[C;+0:1].[C;+0:2]-[C;+0:3]-[N;+0:4],"[(1, 4)]","{1: 0, 4: 1, 3: 0, 2: 0}"
717,CN>>[C@@;+0:1]-[N;+0:2]-C-c1:c:c:c:c:c:1,[C;+0:1]-[N;+0:2]>>[C@@;+0:1]-[N;+0:2]-C-c1:c:c:c:c:c:1,[2],"{2: -1, 1: 0}"
718,S>>C-C1(-C(=O)-[S;+0:1])-C-C-C-C-C-1,[S;+0:1]>>C-C1(-C(=O)-[S;+0:1])-C-C-C-C-C-1,[1],{1: -1}
719,CC>>C-[Si](-C)(-C)-[C;+0:1].F-C(-F)(-F)-S(=O)(=O)-O-[c;+0:2],[C;+0:1]-[c;+0:2]>>C-[Si](-C)(-C)-[C;+0:1].F-C(-F)(-F)-S(=O)(=O)-O-[c;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
720,CNC>>C-C(=O)-O-[C;+0:1].[C;+0:2]-[N;+0:3],[C;+0:1]-[N;+0:3]-[C;+0:2]>>C-C(=O)-O-[C;+0:1].[C;+0:2]-[N;+0:3],"[(1, 3)]","{1: 0, 3: 1, 2: 0}"
721,CBr>>Br-C(-Br)(-Br)-[Br;+0:1].O-[C@@;+0:2],[Br;+0:1]-[C;+0:2]>>Br-C(-Br)(-Br)-[Br;+0:1].O-[C@@;+0:2],"[(2, 1)]","{1: 0, 2: 0}"
722,O>>Br-C-C-C-C-C(=O)-[O;+0:1],[O;+0:1]>>Br-C-C-C-C-C(=O)-[O;+0:1],[1],{1: -1}
723,CN>>C-S(=O)(=O)-O-[C@;+0:1].[n;+0:2],[C;+0:1]-[n;+0:2]>>C-S(=O)(=O)-O-[C@;+0:1].[n;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
724,O>>C-O-C(=O)-C-C-C(=O)-[O;+0:1],[O;+0:1]>>C-O-C(=O)-C-C-C(=O)-[O;+0:1],[1],{1: -1}
725,OCCCCO>>[O;+0:1]=[C;+0:2]1-[C@;+0:3]-[C@;+0:4]-[C;+0:5]-[O;+0:6]-1,[O;+0:1]-[C;+0:2]-[C;+0:3]-[C;+0:4]-[C;+0:5]-[O;+0:6]>>[O;+0:1]=[C;+0:2]1-[C@;+0:3]-[C@;+0:4]-[C;+0:5]-[O;+0:6]-1,"[6, (2, 1)]","{1: -1, 2: -2, 3: 0, 4: 0, 5: 0, 6: -1}"
726,C=C[CH]:[CH]C(C)O>>Br-[C;+0:1].[O;+0:2]=[c;+0:3]:[c;+0:4]:[c;+0:5]:[c;+0:6]:[c;+0:7],[C;+0:7]=[C;+0:6]-[c;+0:5]:[c;+0:4]-[C;+0:3](-[C;+0:1])-[O;+0:2]>>Br-[C;+0:1].[O;+0:2]=[c;+0:3]:[c;+0:4]:[c;+0:5]:[c;+0:6]:[c;+0:7],"[(1, 3)]","{1: 0, 3: 0, 2: -1, 4: 0, 5: 0, 6: 0, 7: 0}"
727,O>>Cl-c1:c:c:c:c(-C(=O)-[O;+0:1]):c:1,[O;+0:1]>>Cl-c1:c:c:c:c(-C(=O)-[O;+0:1]):c:1,[1],{1: -1}
728,CCS>>Cl-[C;+0:1]-[C@;+0:2].[S;+0:3],[C;+0:2]-[C;+0:1]-[S;+0:3]>>Cl-[C;+0:1]-[C@;+0:2].[S;+0:3],"[(1, 3)]","{1: 0, 2: 0, 3: 1}"
729,CC>>Br-[c;+0:1].[c;+0:2]-B1-O-C-C-C-O-1,[c;+0:1]-[c;+0:2]>>Br-[c;+0:1].[c;+0:2]-B1-O-C-C-C-O-1,"[(1, 2)]","{1: 0, 2: 0}"
730,CO>>C-C(-C)-O-[C;+0:1]=[O;+0:2],[C;+0:1]-[O;+0:2]>>C-C(-C)-O-[C;+0:1]=[O;+0:2],"[(1, 2)]","{1: -2, 2: -1}"
