,Template,edit_site,change_H,change_C,change_S,Frequency
614,[N:1]-[C:2]>>[N:1].C-O-N=C(-C(=O)-O-[C:2])-c1:c:s:c(-N-C(-c2:c:c:c:c:c:2)(-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2):n:1_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
615,[O:1]>>C-C-C-C-C-C-C-O-c1:c:c:c(-C(=O)-[O:1]):c:c:1_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1
616,[C:1]1-[C:2]-[C:3]=[C:4]-[C:5]=[C:6]-1>>[c:1]1:[c:2]:[c:3]:[c:4]:[c:5]:[c:6]:1_-1-10000_000000_000000,"{'A': [], 'B': [], 'C': [(6, 5), (5, 6), (6, 1), (1, 6), (5, 4), (4, 5), (4, 3), (3, 4), (3, 2), (2, 3), (2, 1), (1, 2)], 'R': []}","{6: 0, 5: 0, 4: 0, 3: 0, 2: -1, 1: -1}","{6: 0, 5: 0, 4: 0, 3: 0, 2: 0, 1: 0}","{6: 0, 5: 0, 4: 0, 3: 0, 2: 0, 1: 0}",1
617,[c:1]:[c:3]:[c:4]:[c:5]:[n:2]>>[c:1].[N:2].O=[C:3]-[C:4]=[C:5]_12001_00000_00000,"{'A': [], 'B': [(1, 3), (2, 5)], 'C': [], 'R': []}","{3: 0, 4: 0, 5: 1, 2: 2, 1: 1}","{3: 0, 4: 0, 5: 0, 2: 0, 1: 0}","{3: 0, 4: 0, 5: 0, 2: 0, 1: 0}",1
618,[c:2]1:[c:1]:[n:5]:[c:4]:[n:3]:1>>Br-[C:1]-[C:2]=O.[N:3]-[C:4]=[N:5]_10200_00000_00000,"{'A': [], 'B': [(2, 3), (1, 5)], 'C': [], 'R': []}","{2: 0, 1: 1, 5: 0, 4: 0, 3: 2}","{2: 0, 1: 0, 5: 0, 4: 0, 3: 0}","{2: 0, 1: 0, 5: 0, 4: 0, 3: 0}",1
619,[N:1]-[C:2]>>[N:1].C-O-c1:c:c(-c2:n:c:n(/C=C\C(=O)-O-[C:2]):n:2):c:c(-C(-F)(-F)-F):c:1_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
620,[C:2]-[C:5](-[C:4])-[C:3](-[C:1])-[O:6]>>[C:1]-[Mg+].[C:2]-[C:3](-[C:4])-[C:5]=[O:6]_00000-1_000000_000000,"{'A': [], 'B': [(2, 5), (4, 5), (3, 6), (1, 3)], 'C': [], 'R': []}","{2: 0, 5: 0, 3: 0, 6: -1, 1: 0, 4: 0}","{2: 0, 5: 0, 3: 0, 6: 0, 1: 0, 4: 0}","{2: 0, 5: 0, 3: 0, 6: 0, 1: 0, 4: 0}",1
621,[C:1]-[C:2]-[O:3]>>Br-[Mg]-[C:1].[C:2]=[O:3]_00-1_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0, 3: -1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",2
622,[c:1]-[C:2]>>[c:1].F-[C:2]_10_00_01,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 1, 1: 0}",1
623,[O:1]>>C-O-c1:c:c:c(-C(=O)-[O:1]):c:c:1_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1
624,[C:1]-[C:2]>>[C:1].C-O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
625,[C:1]-[c:2]>>Br-[C:1].C-[Sn](-C)(-C)-[c:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
626,[C:1]-[C:2]>>[C:1].F-C(-F)(-F)-S(=O)(=O)-O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
627,[C:2]1-[C:1]-[O:3]-1>>C-[S+](-C)-[C:1].[C:2]=[O:3]_100_000_000,"{'A': [], 'B': [(1, 2), (1, 3)], 'C': [], 'R': []}","{1: 1, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",1
628,[Cl:1]-[C:3]-[C:4]-[Cl:2]>>[Cl:1]-[Cl:2].[C:3]=[C:4]_0000_0000_0000,"{'A': [], 'B': [(2, 4), (1, 3)], 'C': [], 'R': []}","{4: 0, 3: 0, 1: 0, 2: 0}","{4: 0, 3: 0, 1: 0, 2: 0}","{4: 0, 3: 0, 1: 0, 2: 0}",1
629,[C:1]=[C:2]>>O=[C:1].F-C(-F)(-F)-C-O-P(=O)(-[C:2])-O-C-C(-F)(-F)-F_01_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 1, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
630,[O:1]>>C-C-C-C-C(=O)-[O:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1
631,[C:1]-[c:2]>>Br-[C:1].C-C1(-C)-C-O-B(-[c:2])-O-C-1_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
632,[C:1]-[C:2]>>Cl-[C:1].C-[Si](-C)(-C)-[C:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
633,[c:1]=[C:2]>>[C:1].O=[C:2]_20_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 2}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
634,[N:1]-[C:2]>>[N:1].I-C-C(=O)-O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
635,[c:2]1:[c:3]:[n:5]:[n:4]:[n:1]:1>>[N:1].[C:2]#[C:3].F-C(-F)(-F)-S(=O)(=O)-N=[N:4]=[N:5]_20000_0001-1_00000,"{'A': [], 'B': [(1, 4), (3, 5), (1, 2)], 'C': [], 'R': []}","{4: 0, 5: 0, 3: 0, 2: 0, 1: 2}","{4: 1, 5: -1, 3: 0, 2: 0, 1: 0}","{4: 0, 5: 0, 3: 0, 2: 0, 1: 0}",1
636,[N:1]-[C:2]>>[N:1].C-C(-C)(-C)-O-[C:2]_20_10_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 2}","{2: 0, 1: 1}","{2: 0, 1: 0}",1
637,[C:1]-[C:2]>>I-[C:1].[C:2]-[Cu]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
638,[c:2]1:[c:3]:[c:4]:[s:5]:[n:1]:1>>[N:1]-[C:2]=[C:3]-[C:4]=[S:5]_20000_00000_00000,"{'A': [], 'B': [(1, 5)], 'C': [(2, 3), (3, 2), (3, 4), (4, 3)], 'R': []}","{2: 0, 1: 2, 5: 0, 4: 0, 3: 0}","{2: 0, 1: 0, 5: 0, 4: 0, 3: 0}","{2: 0, 1: 0, 5: 0, 4: 0, 3: 0}",1
639,[C:1]-[C:2]>>Cl-[C:1].C-C-C-C-[Sn](-[C:2])(-C-C-C-C)-C-C-C-C_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
640,[c:1]-[P:3]=[O:2]>>Br-[c:1].C-[O:2]-[P:3]_000_000_000,"{'A': [2], 'B': [(1, 3)], 'C': [], 'R': []}","{1: 0, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}",1
641,[O:1]>>F-C(-F)(-F)-C(=O)-[O:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1
642,[n:1]-[C:2]>>[n:1].O-[C:2]_10_00_01,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 1, 1: 0}",1
643,[N:1]-[C:2]>>[N:1].O=[N+](-[O-])-c1:c:c:c(-C-O-[C:2]):c:c:1_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
644,[n:1]-[C:2]>>[n:1].C-S(=O)(=O)-O-[C:2]_10_00_01,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 1, 1: 0}",1
645,[n:1]:[c:2]>>[N:1].C-O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
646,[C:1]-[C:2]>>Cl-[C:1].[C:2]-[Cu]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
647,[S:1]>>C-C1(-C(=O)-[S:1])-C-C-C-C-C-1_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1
648,[C:1]-[c:2]>>C-[Si](-C)(-C)-[C:1].F-C(-F)(-F)-S(=O)(=O)-O-[c:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
649,[C:1]-[Br:2]>>O-[C:1].Br-C(-Br)(-Br)-[Br:2]_00_00_10,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 1}",1
650,[O:1]>>Br-C-C-C-C-C(=O)-[O:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1
651,[n:1]-[C:2]>>[n:1].C-S(=O)(=O)-O-[C:2]_10_00_02,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 2, 1: 0}",1
652,[O:1]>>C-O-C(=O)-C-C-C(=O)-[O:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1
653,[O:1].[C:2]-[O:3]>>[O:1]-[C:2]=[O:3]_-1-2-1_000_000,"{'A': [2, 1], 'B': [], 'C': [], 'R': []}","{3: -1, 2: -2, 1: -1}","{3: 0, 2: 0, 1: 0}","{3: 0, 2: 0, 1: 0}",1
654,[C:2]=[C:3].[C:1]-[C:5]-[O:4]>>Br-[C:1].[c:2]:[c:3].[O:4]=[c:5]_000-10_00000_00000,"{'A': [], 'B': [(1, 5)], 'C': [(3, 2), (2, 3)], 'R': []}","{1: 0, 5: 0, 4: -1, 3: 0, 2: 0}","{1: 0, 5: 0, 4: 0, 3: 0, 2: 0}","{1: 0, 5: 0, 4: 0, 3: 0, 2: 0}",1
655,[O:1]>>Cl-c1:c:c:c:c(-C(=O)-[O:1]):c:1_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1
656,[c:1]-[c:2]>>Br-[c:1].[c:2]-B1-O-C-C-C-O-1_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",2
657,[C:1]-[O:2]>>C-C(-C)-O-[C:1]=[O:2]_-2-1_00_00,"{'A': [1], 'B': [], 'C': [], 'R': []}","{1: -2, 2: -1}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
